id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B cell|B cell	B cell|CD4T cell	B cell|CD8T cell	B cell|MNPa(mono)	B cell|MNPb(mono)	B cell|MNPc(DC)	B cell|MNPd(Mac)	B cell|Mast cell	B cell|NK cell	B cell|NKT cell	B cell|Neutrophil	B cell|pDC	CD4T cell|B cell	CD4T cell|CD4T cell	CD4T cell|CD8T cell	CD4T cell|MNPa(mono)	CD4T cell|MNPb(mono)	CD4T cell|MNPc(DC)	CD4T cell|MNPd(Mac)	CD4T cell|Mast cell	CD4T cell|NK cell	CD4T cell|NKT cell	CD4T cell|Neutrophil	CD4T cell|pDC	CD8T cell|B cell	CD8T cell|CD4T cell	CD8T cell|CD8T cell	CD8T cell|MNPa(mono)	CD8T cell|MNPb(mono)	CD8T cell|MNPc(DC)	CD8T cell|MNPd(Mac)	CD8T cell|Mast cell	CD8T cell|NK cell	CD8T cell|NKT cell	CD8T cell|Neutrophil	CD8T cell|pDC	MNPa(mono)|B cell	MNPa(mono)|CD4T cell	MNPa(mono)|CD8T cell	MNPa(mono)|MNPa(mono)	MNPa(mono)|MNPb(mono)	MNPa(mono)|MNPc(DC)	MNPa(mono)|MNPd(Mac)	MNPa(mono)|Mast cell	MNPa(mono)|NK cell	MNPa(mono)|NKT cell	MNPa(mono)|Neutrophil	MNPa(mono)|pDC	MNPb(mono)|B cell	MNPb(mono)|CD4T cell	MNPb(mono)|CD8T cell	MNPb(mono)|MNPa(mono)	MNPb(mono)|MNPb(mono)	MNPb(mono)|MNPc(DC)	MNPb(mono)|MNPd(Mac)	MNPb(mono)|Mast cell	MNPb(mono)|NK cell	MNPb(mono)|NKT cell	MNPb(mono)|Neutrophil	MNPb(mono)|pDC	MNPc(DC)|B cell	MNPc(DC)|CD4T cell	MNPc(DC)|CD8T cell	MNPc(DC)|MNPa(mono)	MNPc(DC)|MNPb(mono)	MNPc(DC)|MNPc(DC)	MNPc(DC)|MNPd(Mac)	MNPc(DC)|Mast cell	MNPc(DC)|NK cell	MNPc(DC)|NKT cell	MNPc(DC)|Neutrophil	MNPc(DC)|pDC	MNPd(Mac)|B cell	MNPd(Mac)|CD4T cell	MNPd(Mac)|CD8T cell	MNPd(Mac)|MNPa(mono)	MNPd(Mac)|MNPb(mono)	MNPd(Mac)|MNPc(DC)	MNPd(Mac)|MNPd(Mac)	MNPd(Mac)|Mast cell	MNPd(Mac)|NK cell	MNPd(Mac)|NKT cell	MNPd(Mac)|Neutrophil	MNPd(Mac)|pDC	Mast cell|B cell	Mast cell|CD4T cell	Mast cell|CD8T cell	Mast cell|MNPa(mono)	Mast cell|MNPb(mono)	Mast cell|MNPc(DC)	Mast cell|MNPd(Mac)	Mast cell|Mast cell	Mast cell|NK cell	Mast cell|NKT cell	Mast cell|Neutrophil	Mast cell|pDC	NK cell|B cell	NK cell|CD4T cell	NK cell|CD8T cell	NK cell|MNPa(mono)	NK cell|MNPb(mono)	NK cell|MNPc(DC)	NK cell|MNPd(Mac)	NK cell|Mast cell	NK cell|NK cell	NK cell|NKT cell	NK cell|Neutrophil	NK cell|pDC	NKT cell|B cell	NKT cell|CD4T cell	NKT cell|CD8T cell	NKT cell|MNPa(mono)	NKT cell|MNPb(mono)	NKT cell|MNPc(DC)	NKT cell|MNPd(Mac)	NKT cell|Mast cell	NKT cell|NK cell	NKT cell|NKT cell	NKT cell|Neutrophil	NKT cell|pDC	Neutrophil|B cell	Neutrophil|CD4T cell	Neutrophil|CD8T cell	Neutrophil|MNPa(mono)	Neutrophil|MNPb(mono)	Neutrophil|MNPc(DC)	Neutrophil|MNPd(Mac)	Neutrophil|Mast cell	Neutrophil|NK cell	Neutrophil|NKT cell	Neutrophil|Neutrophil	Neutrophil|pDC	pDC|B cell	pDC|CD4T cell	pDC|CD8T cell	pDC|MNPa(mono)	pDC|MNPb(mono)	pDC|MNPc(DC)	pDC|MNPd(Mac)	pDC|Mast cell	pDC|NK cell	pDC|NKT cell	pDC|Neutrophil	pDC|pDC
CPI-SC087556B01	COL4A5_a10b1 complex	simple:P29400	complex:a10b1 complex	COL4A5		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0	0.011	0	0.017	0	0	0	0.025	0	0	0	0.042	0	0.008	0	0.014	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC08E75294D	COL15A1_a10b1 complex	simple:P39059	complex:a10b1 complex	COL15A1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0	0.018	0	0.024	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.006	0	0.012	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082	0	0.048	0	0.054	0	0	0	0.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0	0.011	0	0.017	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0017F527E	COL18A1_a10b1 complex	simple:P39060	complex:a10b1 complex	COL18A1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104	0	0.07	0	0.075	0	0	0	0.083	0	0	0	0.27	0	0.236	0	0.241	0	0	0	0.25	0	0	0	0.043	0	0.009	0	0.015	0	0	0	0.023	0	0	0	0.041	0	0.008	0	0.013	0	0	0	0.021	0	0	0	0.11	0	0.077	0	0.082	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074	0	0.041	0	0.046	0	0	0	0.054	0	0	0	0.084	0	0.05	0	0.056	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0	0.082	0	0.087	0	0	0	0.095	0	0
CPI-SC00C0800EB	COL4A4_a10b1 complex	simple:P53420	complex:a10b1 complex	COL4A4		True	False	False	curated	True	0	0.214	0	0.181	0	0.186	0	0	0	0.194	0	0	0	0.088	0	0.054	0	0.06	0	0	0	0.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0.003	0	0.009	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0	0.008	0	0.014	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223	0	0.189	0	0.194	0	0	0	0.202	0	0
CPI-SC0A3F146C2	COL4A3_a10b1 complex	simple:Q01955	complex:a10b1 complex	COL4A3		True	False	False	curated	True	0	0.09	0	0.056	0	0.061	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0.003	0	0.009	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0.004	0	0.01	0	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084	0	0.05	0	0.056	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC008F4294F	COL7A1_a10b1 complex	simple:Q02388	complex:a10b1 complex	COL7A1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.017	0	0.022	0	0	0	0.03	0	0	0	0.039	0	0.005	0	0.011	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074	0	0.04	0	0.046	0	0	0	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0F94B2CF9	COL16A1_a10b1 complex	simple:Q07092	complex:a10b1 complex	COL16A1		True	False	False	curated	True	0	0.039	0	0.005	0	0.01	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0.004	0	0.009	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0.016	0	0.021	0	0	0	0.029	0	0	0	0.041	0	0.007	0	0.012	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC05565E8CE	COL4A6_a10b1 complex	simple:Q14031	complex:a10b1 complex	COL4A6		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.007	0	0.012	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0517A327B	COL9A3_a10b1 complex	simple:Q14050	complex:a10b1 complex	COL9A3		True	False	False	curated	True	0	0.038	0	0.005	0	0.01	0	0	0	0.018	0	0	0	0.063	0	0.029	0	0.035	0	0	0	0.043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0.004	0	0.009	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0	0.01	0	0.015	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC067EE23E1	COL9A2_a10b1 complex	simple:Q14055	complex:a10b1 complex	COL9A2		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0	0.048	0	0.053	0	0	0	0.061	0	0	0	0.055	0	0.021	0	0.026	0	0	0	0.035	0	0	0	0.046	0	0.013	0	0.018	0	0	0	0.026	0	0	0	0.049	0	0.015	0	0.021	0	0	0	0.029	0	0	0	0.206	0	0.172	0	0.177	0	0	0	0.186	0	0	0	0.094	0	0.06	0	0.065	0	0	0	0.073	0	0	0	0.072	0	0.038	0	0.044	0	0	0	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0.025	0	0.03	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC09DFB2ACA	COL19A1_a10b1 complex	simple:Q14993	complex:a10b1 complex	COL19A1		True	False	False	curated	True	0	0.1	0	0.067	0	0.072	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC090311934	COL24A1_a10b1 complex	simple:Q17RW2	complex:a10b1 complex	COL24A1		True	False	False	curated	True	0	0.038	0	0.005	0	0.01	0	0	0	0.018	0	0	0	0.053	0	0.02	0	0.025	0	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0	0.005	0	0.011	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0	0.082	0	0.087	0	0	0	0.095	0	0
CPI-SC05D8C0EF5	COL28A1_a10b1 complex	simple:Q2UY09	complex:a10b1 complex	COL28A1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.016	0	0.022	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0725E3A76	COL13A1_a10b1 complex	simple:Q5TAT6	complex:a10b1 complex	COL13A1		False	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329	0	0.295	0	0.301	0	0	0	0.309	0	0	0	0.068	0	0.034	0	0.04	0	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0C9CBDD21	COL27A1_a10b1 complex	simple:Q8IZC6	complex:a10b1 complex	COL27A1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0.015	0	0.02	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0.003	0	0.009	0	0	0	0.017	0	0	0	0.074	0	0.04	0	0.045	0	0	0	0.054	0	0	0	0.045	0	0.012	0	0.017	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.322	0	0.288	0	0.293	0	0	0	0.301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0147A8A42	COL26A1_a10b1 complex	simple:Q96A83	complex:a10b1 complex	COL26A1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0.025	0	0.03	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108	0	0.074	0	0.08	0	0	0	0.088	0	0
CPI-SC02131C05A	COL12A1_a10b1 complex	simple:Q99715	complex:a10b1 complex	COL12A1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124	0	0.09	0	0.095	0	0	0	0.103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0	0.01	0	0.015	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0	0.01	0	0.015	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0.016	0	0.021	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0F7E26271	COL1A1_a11b1 complex	simple:P02452	complex:a11b1 complex	COL1A1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0	0	0.055	0	0	0	0.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0A8902C85	COL3A1_a11b1 complex	simple:P02461	complex:a11b1 complex	COL3A1		True	False	False	curated	True	0	0.016	0	0	0	0.011	0	0	0	0.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0.023	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0A0532ADC	COL4A1_a11b1 complex	simple:P02462	complex:a11b1 complex	COL4A1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0.014	0	0	0	0.071	0	0	0	0.02	0	0	0	0.014	0	0	0	0.071	0	0	0	0.019	0	0	0	0.013	0	0	0	0.071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	0.025	0	0	0	0.083	0	0	0	0.035	0	0	0	0.029	0	0	0	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0CFF5E19D	FN1_a11b1 complex	simple:P02751	complex:a11b1 complex	FN1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082	0	0	0	0.076	0	0	0	0.134	0	0	0	0.031	0	0	0	0.025	0	0	0	0.083	0	0	0	0.211	0	0	0	0.206	0	0	0	0.263	0	0	0	0.022	0	0	0	0.016	0	0	0	0.074	0	0	0	0.179	0	0	0	0.173	0	0	0	0.231	0	0	0	0.029	0	0	0	0.023	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0	0	0	0.033	0	0	0	0.09	0	0	0	0.065	0	0	0	0.06	0	0	0	0.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0DF641DAA	COL5A2_a11b1 complex	simple:P05997	complex:a11b1 complex	COL5A2		True	False	False	curated	True	0	0.014	0	0	0	0.008	0	0	0	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0	0	0	0.017	0	0	0	0.074	0	0	0	0.035	0	0	0	0.029	0	0	0	0.087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC02017BE74	COL4A2_a11b1 complex	simple:P08572	complex:a11b1 complex	COL4A2		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034	0	0	0	0.028	0	0	0	0.086	0	0	0	0.022	0	0	0	0.016	0	0	0	0.074	0	0	0	0.031	0	0	0	0.025	0	0	0	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0.014	0	0	0	0.071	0	0	0	0.057	0	0	0	0.052	0	0	0	0.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC04085F9F9	COL6A1_a11b1 complex	simple:P12109	complex:a11b1 complex	COL6A1		True	False	False	curated	True	0	0.015	0	0	0	0.009	0	0	0	0.066	0	0	0	0.177	0	0	0	0.172	0	0	0	0.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0	0	0	0.029	0	0	0	0.087	0	0	0	0.016	0	0	0	0.01	0	0	0	0.068	0	0	0	0.091	0	0	0	0.085	0	0	0	0.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0.019	0	0	0	0.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0A54B5323	COL6A2_a11b1 complex	simple:P12110	complex:a11b1 complex	COL6A2		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0	0	0	0.1	0	0	0	0.158	0	0	0	0.067	0	0	0	0.062	0	0	0	0.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096	0	0	0	0.09	0	0	0	0.147	0	0	0	0.203	0	0	0	0.197	0	0	0	0.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0ECFACED2	COL6A3_a11b1 complex	simple:P12111	complex:a11b1 complex	COL6A3		True	False	False	curated	True	0	0.13	0	0	0	0.124	0	0	0	0.182	0	0	0	0.106	0	0	0	0.1	0	0	0	0.158	0	0	0	0.105	0	0	0	0.099	0	0	0	0.157	0	0	0	0.048	0	0	0	0.042	0	0	0	0.1	0	0	0	0.051	0	0	0	0.046	0	0	0	0.103	0	0	0	0.092	0	0	0	0.087	0	0	0	0.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128	0	0	0	0.122	0	0	0	0.18	0	0	0	0.04	0	0	0	0.035	0	0	0	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093	0	0	0	0.087	0	0	0	0.145	0	0
CPI-SC0CBC30AB7	COL9A1_a11b1 complex	simple:P20849	complex:a11b1 complex	COL9A1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0	0	0	0.106	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC0092846B0	COL5A1_a11b1 complex	simple:P20908	complex:a11b1 complex	COL5A1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0	0	0	0.061	0	0	0	0.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0	0	0	0.029	0	0	0	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC08AF9CA91	COL8A2_a11b1 complex	simple:P25067	complex:a11b1 complex	COL8A2		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.024	0	0	0	0.081	0	0	0	0.034	0	0	0	0.028	0	0	0	0.086	0	0	0	0.053	0	0	0	0.047	0	0	0	0.105	0	0	0	0.138	0	0	0	0.132	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC07E958BDE	COL5A3_a11b1 complex	simple:P25940	complex:a11b1 complex	COL5A3		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253	0	0	0	0.247	0	0	0	0.305	0	0	0	0.021	0	0	0	0.016	0	0	0	0.073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC08CC68F11	COL8A1_a11b1 complex	simple:P27658	complex:a11b1 complex	COL8A1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0	0.02	0	0	0	0.078	0	0	0	0.046	0	0	0	0.04	0	0	0	0.097	0	0	0	0.023	0	0	0	0.017	0	0	0	0.074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0.017	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
